Row Labels,Sum of Percent with religious exemption
2,0
SPRING VALLEY MONTESSORI,0
9,0
SPRINGBROOK ELEMENTARY SCHOOL,0
9,0
SPRINGDALE ACADEMY,0
0,0
SPRINGDALE ELEMENTARY,1.5
0,1.5
SPRINGDALE MIDDLE SCHOOL,4.9
0,4.9
SPRUCE ELEMENTARY,0.4
2,0.4
SPRUCE STREET SCHOOL,0
7,0
SQUALICUM HIGH SCHOOL,0.2
0,0.2
SRHD,0
5,0
ST. ALOYSIUS CATHOLIC SCHOOL,0
5,0
ST. ALPHONSUS SCHOOL,0
7,0
ST. ANNE SCHOOL,0
7,0
ST. ANTHONY SCHOOL,0.2
9,0.2
ST. BASIL ACADEMY OF CLASSICAL STUDIES,7.4
5,7.4
ST. BENEDICT SCHOOL,0
7,0
ST. BERNADETTE SCHOOL,0.5
7,0.5
ST. BRENDAN SCHOOL,0
1,0
ST. CATHERINE SCHOOL,0
7,0
ST. CECILIA CATHOLIC SCHOOL,0
6,0
ST. CHARLES BORROMEO SCHOOL,0
6,0
ST. CHARLES SCHOOL,0
5,0
ST. CHRISTOPHER ACADEMY,0
7,0
ST. EDWARDS SCHOOL,0
9,0
ST. FRANCES CABRINI SCHOOL,0
10,0
ST. FRANCIS OF ASSISI SCHOOL,0
7,0
ST. FRANCIS PREPARATORY SCHOOL,0
0,0
ST. GEORGE SCHOOL,0
9,0
ST. JOHN ELEMENTARY,0
0,0
ST. JOHN OF KRONSTADT ORTHODOX CHRISTIAN SCHOOL,0
4,0
ST. JOHN SCHOOL,0
7,0
ST. JOHN VIANNEY SCHOOL,0
5,0
ST. JOHN/ENDICOTT HIGH,0
0,0
ST. JOSEPH CATHOLIC SCHOOL OF ISSAQUAH,0
0,0
ST. JOSEPH MARQUETTE SCHOOL,0
4,0
ST. JOSEPH SCHOOL,0
3,0
7,0
ST. JOSEPH'S SCHOOL,0
4,0
8,0
ST. LOUISE SCHOOL,0
9,0
ST. LUKE SCHOOL,0
7,0
ST. MADELEINE SOPHIE SCHOOL,0
9,0
ST. MARK SCHOOL,0
7,0
ST. MARY MAGDALEN SCHOOL,0
2,0
ST. MARY SCHOOL,0
6,0
ST. MARY'S ACADEMY,0
10,0
ST. MARY'S CATHOLIC SCHOOL,0
5,0
ST. MATTHEW LUTHERAN SCHOOL,0
5,0
ST. MATTHEW SCHOOL,0
7,0
ST. MICHAEL CATHOLIC SCHOOL,2.2
1,2.2
ST. MICHAEL SCHOOL,0
10,0
ST. MICHAEL'S ACADEMY,1.6
5,1.6
ST. MONICA SCHOOL,0
9,0
ST. NICHOLAS SCHOOL,0
6,0
ST. PATRICK SCHOOL,0
4,0
6,0
ST. PAUL CATHEDRAL SCHOOL,0.7
4,0.7
ST. PAUL SCHOOL,0
9,0
ST. PAUL'S ACADEMY,0
2,0
ST. PAUL'S ACADEMY--2ND LOCATION,0
2,0
ST. PAUL'S LUTHERAN SCHOOL,0
8,0
ST. PHILOMENA SCHOOL,0
9,0
ST. PIUS X SCHOOL,0
2,0
ST. ROSE OF LIMA SCHOOL,0
4,0
ST. ROSE SCHOOL,0
3,0
ST. THERESE SCHOOL,0
9,0
ST. THOMAS MORE SCHOOL,0.4
2,0
5,0.4
ST. THOMAS SCHOOL,1.4
1,1.4
ST. VINCENT DE PAUL SCHOOL,0
9,0
STADIUM HIGH SCHOOL,0.5
6,0.5
STAHL JUNIOR HIGH,0.2
10,0.2
STAHLVILLE SCHOOL,0
0,0
STANLEY ELEMENTARY SCHOOL,0.7
6,0.7
STANTON ALTERNATIVE SCHOOL,0
0,0
STANWOOD ELEMENTARY SCHOOL,0
2,0
STANWOOD HIGH SCHOOL,0.1
2,0.1
STANWOOD MIDDLE SCHOOL,0
2,0
STAR ELEM SCHOOL,0
0,0
STAR LAKE ELEMENTARY SCHOOL,0
9,0
STARBUCK SCHOOL,0
0,0
STATE STREET HIGH SCHOOL,0
2,0
STEHEKIN ELEMENTARY,0
0,0
STEILACOOM HIGH,0.1
10,0.1
STELLA MARIS ACADEMY,14.3
0,14.3
STELLA SCHOLA,1.1
1,1.1
STEM,0.2
8,0.2
STEPTOE ELEMENTARY SCHOOL,0
0,0
STERLING INTERMEDIATE SCHOOL,0
8,0
STEVENS ELEMENTARY,0.4
5,0.4
STEVENS ELEMENTARY SCHOOL,0
6,0
7,0
STEVENS MIDDLE SCHOOL,0.6
4,0.1
6,0.5
STEVENSON ELEMENTARY,0.9
0,0.9
9,0
STEVENSON HIGH SCHOOL,1.9
0,1.9
STEWART ELEMENTARY,0.6
10,0.6
STEWART MIDDLE SCHOOL,0
10,0
STILLAGUAMISH SCHOOL,0.7
2,0.7
STILLPOINT SCHOOL,0
2,0
STILLWATER ELEMENTARY,0.2
1,0.2
STRATTON ELEMENTARY,0.3
0,0.3
SULAMITA CHRISTIAN SCHOOL,0
2,0
SULTAN ELEMENTARY SCHOOL,0.9
1,0.9
SULTAN MIDDLE SCHOOL,4.6
1,4.6
SULTAN SENIOR HIGH SCHOOL,2.9
1,2.9
SUMAS ELEMENTARY,0.4
1,0.4
SUMMIT CLASSICAL CHRISTIAN SCHOOL,0
8,0
SUMMIT PUBLIC SCHOOL: OLYMPUS,0
7,0
SUMMIT PUBLIC SCHOOL: SIERRA,0
7,0
SUMMIT SCHOOL,0
5,0
SUMMIT VALLEY SCHOOL,0
5,0
SUMMIT VIEW HIGH SCHOOL,1.4
0,1.4
SUMMIT VIEW MIDDLE SCHOOL,0
3,0
SUMMITVIEW ELEMENTARY,0
4,0
SUMNER HIGH SCHOOL,0.6
10,0.6
SUMNER MIDDLE SCHOOL,0.4
10,0.4
SUN VALLEY ELEMENTARY,0
4,0
SUNFIELD WALDORF SCHOOL,2
0,2
SUNNY HILLS ELEMENTARY,0.3
8,0.3
SUNNYCREST ELEMENTARY SCHOOL,0
1,0
9,0
SUNNYLAND ELEMENTARY SCHOOL,0
2,0
SUNNYSIDE CHRISTIAN SCHOOL,0
4,0
SUNNYSIDE CHRISTIAN SCHOOL (2ND LOCATION),0
4,0
SUNNYSIDE ELEMENTARY,1.2
2,1
5,0.2
SUNNYSIDE HIGH SCHOOL,0
4,0
SUNNYSLOPE ELEMENTARY SCHOOL,0.2
6,0.2
8,0
SUNRISE BEACH SCHOOL,2.9
10,2.9
SUNRISE ELEMENTARY,0.6
0,0.2
1,0
5,0.4
10,0
SUNRISE ELEMENTARY SCHOOL,0.8
9,0.8
SUNSET ELEMENTARY,0.4
0,0.2
5,0.2
SUNSET ELEMENTARY SCHOOL,0.7
3,0.7
SUNSET PRIMARY,0.2
10,0.2
SUNSET VIEW ELEMENTARY SCHOOL,0
4,0
SUNSHINE MOUNTAIN CHRISTIAN,0
8,0
SUQUAMISH ELEMENTARY SCHOOL,0.8
6,0.8
SURPRISE LAKE MIDDLE SCHOOL,0
8,0
SWAN SCHOOL,0
6,0
SWIFTWATER LEARNING CENTER,0
0,0
SYLVAN WAY CHRISTIAN EARLY CHILDHOOD CENTER,0
6,0
SYLVESTER MIDDLE SCHOOL,0
7,0
SYNERGY LEARNING ACADEMY,0
8,0
TACOMA SCHOOL OF THE ARTS,0.5
6,0.5
TACOMA WALDORF SCHOOL,0
6,0
TAHOLAH ELEMENTARY & MIDDLE SCHOOL,0
0,0
TAHOLAH HIGH SCHOOL,0
0,0
TAHOMA JR HIGH,0.1
8,0.1
TAHOMA MIDDLE SCHOOL,0.2
8,0.2
TAHOMA SENIOR HIGH SCHOOL,0.3
8,0.3
TALBOT HILL ELEMENTARY SCHOOL,0
9,0
TAPROOT SCHOOL,0
7,0
TAPTEAL ELEMENTARY SCHOOL,0
4,0
TEAM HIGH SCHOOL,2.4
3,2.4
TECHNOLOGY ACCESS FOUNDATION ACADEMY,0
9,0
"TECHNOLOGY, ENGINEERING AND COMMUNICATIONS",0
7,0
TEKOA ELEMENTARY SCHOOL,0
0,0
TEKOA HIGH SCHOOL,0
0,0
TENINO ELEMENTARY SCHOOL,0
0,0
TENINO HIGH SCHOOL,1.1
0,1.1
TENINO MIDDLE SCHOOL,1.1
0,1.1
TERMINAL PARK ELEMENTARY SCHOOL,0.4
8,0.4
TERRACE HEIGHTS ELEMENTARY,0
4,0
TERRACE PARK ELEMENTARY,0.9
2,0.9
THE BEAR CREEK SCHOOL,0
1,0
THE BRIDGE SCHOOL,0
7,0
THE BUSH SCHOOL,0
7,0
THE CENTER SCHOOL,0.8
7,0.8
THE CHILDREN'S INN ACADEMY,0
10,0
THE CLEARWATER SCHOOL,0
2,0
THE COMMUNITY SCHOOL,1.2
5,1.2
THE EASTSIDE MONTESSORI SCHOOL,0
9,0
THE GEMINI SCHOOL,0
9,0
THE ISLAND SCHOOL,0
6,0
THE LAKE AND PARK SCHOOL,0
9,0
THE LITTLE SCHOOL,0
9,0
THE MADRONE SCHOOL,0
1,0
THE MOOSE PROJECT,0
5,0
THE PHOENIX RISING SCHOOL,0
10,0
THE RIVER ACADEMY,0
8,0
THE SAMMAMISH MONTESSORI SCHOOL,0
1,0
THE WELL-TRAINED MIND MONTESSORI,0
8,0
THOMPSON ELEMENTARY SCHOOL,0
4,0
THOREAU ELEMENTARY,0.2
1,0.2
THORNDYKE ELEMENTARY,0.5
9,0.5
THORNTON CREEK ELEMENTARY SCHOOL,0.2
7,0.2
THORP ELEM AND JR SR HIGH,0.7
0,0.7
THREE POINTS ELEMENTARY,0
1,0
THREE RIVERS CHRISTIAN SCHOOL--KELSO JR./SR. HIGH CAMPUS,3.7
3,3.7
THREE RIVERS CHRISTIAN SCHOOL-LONGVIEW ELEM,0
3,0
THREE SPRINGS HIGH SCHOOL,0
5,0
THREE TREE MONTESSORI,0
7,0
THUNDER MOUNTAIN MIDDLE SCHOOL,0.2
8,0.2
THURGOOD MARSHALL ELEMENTARY,0
9,0
THURGOOD MARSHALL MIDDLE SCHOOL,0.5
10,0.5
TIETON INTERMEDIATE SCHOOL,0
0,0
TIFFANY PARK ELEMENTARY SCHOOL,0.2
9,0.2
TILDEN SCHOOL,0
7,0
TILLICUM ELEMENTARY SCHOOL,0.3
10,0.3
TILLICUM MIDDLE SCHOOL,0.2
9,0.2
TIMBER RIDGE ELEMENTARY SCHOOL,0
0,0
TIMBERCREST JUNIOR HIGH,0.1
1,0.1
TIMBERLINE HIGH SCHOOL,0.5
10,0.5
TLC MONTESSORI,0
8,0
TODD BEAMER HIGH SCHOOL,0.1
9,0.1
TOLEDO ELEMENTARY SCHOOL,0.3
0,0.3
TOLEDO HIGH SCHOOL,0
0,0
TOLEDO MIDDLE SCHOOL,1.7
0,1.7
TOLT MIDDLE SCHOOL,0.3
1,0.3
TONASKET ELEMENTARY SCHOOL,0.2
4,0.2
TONASKET HIGH SCHOOL,1.5
4,1.5
TONASKET MIDDLE SCHOOL,1.1
4,1.1
TOPPENISH HIGH SCHOOL,0
4,0
TOPPENISH MIDDLE SCHOOL,0.1
4,0.1
TOPS K-8 SCHOOL,0.4
7,0.4
TORAH DAY SCHOOL OF SEATTLE,0
9,0
TOTEM FALLS,0
1,0
TOTEM MIDDLE SCHOOL,0.4
2,0.3
9,0.1
TOUCHET ELEM AND HIGH SCHOOL,0
0,0
TOUCHSTONE SCHOOL,0
10,0
TOUTLE LAKE ELEMENTARY,0
3,0
TOUTLE LAKE HIGH SCHOOL,1
3,1
TRENT ELEMENTARY,0
5,0
TRENTWOOD ELEMENTARY SCHOOL,0.2
5,0.2
TRI-CITIES PREP,0
4,0
TRI-CITY JUNIOR ACADEMY,2.2
4,2.2
TRINITY CATHOLIC SCHOOL,0
5,0
TROJAN ALTERNATIVE SCHOOL,0
0,0
TROUT LAKE ELEMENTARY,3.3
0,3.3
TROUT LAKE SCHOOL,3.6
0,3.6
TRUMAN MIDDLE SCHOOL,0.1
6,0.1
TUKES VALLEY MIDDLE SCHOOL,1.4
3,1.4
TUKES VALLEY PRIMARY,0.3
3,0.3
TUKWILA ELEMENTARY,0.5
9,0.5
TUMWATER HIGH SCHOOL,0.5
10,0.5
TUMWATER HILL ELEMENTARY,0.2
10,0.2
TUMWATER MIDDLE SCHOOL,0.4
10,0.4
TUMWATER WEST,0
10,0
TWAIN ELEMENTARY,0
1,0
TWIN CEDARS HIGH SCHOOL,0
1,0
TWIN CITY ELEMENTARY,0
2,0
TWIN FALLS MIDDLE SCHOOL,0.1
1,0.1
TWIN LAKES ELEMENTARY SCHOOL,0.3
9,0.3
TWO RIVERS SCHOOL,1
8,1
TYEE MIDDLE SCHOOL,0.3
9,0.3
TYEE PARK ELEMENTARY SCHOOL,0
10,0
UCIC SCHOOL,0
1,0
UNION GAP SCHOOL,0
0,0
UNION HIGH SCHOOL,0.6
3,0.6
UNION RIDGE ELEMENTARY,1.3
3,1.3
UNIVERSITY CHILD DEVELOPMENT SCHOOL,0
7,0
UNIVERSITY COOPERATIVE SCHOOL,0
7,0
UNIVERSITY ELEMENTARY SCHOOL,0
5,0
UNIVERSITY HIGH SCHOOL,0.4
5,0.4
UNIVERSITY PLACE PRIMARY,0.4
10,0.4
UNIVERSITY PLACE SPECIAL EDUC,0
10,0
UNIVERSITY PREPARATORY,0
7,0
UPPER COLUMBIA ACADEMY,0
5,0
UPPER COLUMBIA ACADEMY ELEMENTARY,0
5,0
UPPER VALLEY CHRISTIAN SCHOOL,0
8,0
UTSALADY ELEMENTARY,0.3
2,0.3
VALE ELEMENTARY SCHOOL,0
8,0
VALHALLA ELEMENTARY SCHOOL,0.5
8,0.5
VALLEY ACADEMY OF LEARNING,1.6
8,1.6
VALLEY CHRISTIAN SCHOOL,0
8,0
VALLEY CHRISTIAN SCHOOL--CENTRAL VALLEY,2.1
5,2.1
VALLEY SCHOOL,3.8
5,3.8
7,0
VALLEY VIEW ELEMENTARY,0
4,0
VALLEY VIEW ELEMENTARY SCHOOL,0.4
8,0.4
VALLEY VIEW MIDDLE SCHOOL,0.3
1,0.3
VAN ASSELT ELEMENTARY SCHOOL,0
9,0
VANCOUVER ITECH PREPARATORY,0.8
3,0.8
VANCOUVER SCHOOL OF ARTS AND ACADEMICS,0.2
3,0.2
VASHON ISLAND HIGH SCHOOL,0.3
7,0.3
VAUGHN ELEMENTARY SCHOOL,0
6,0
VICTOR FALLS ELEMENTARY,0
0,0
VIEW RIDGE ELEMENTARY,0.5
2,0.5
VIEW RIDGE ELEMENTARY SCHOOL,0.9
6,0.7
7,0.2
VIEW RIDGE MIDDLE SCHOOL,2.1
3,2.1
VIEWLANDS ELEMENTARY SCHOOL,0.3
7,0.3
VILLA ACADEMY,0
7,0
VINLAND ELEMENTARY,0
6,0
VIRGIE ROBINSON ELEMENTARY,0
4,0
VISITATION SCHOOL,0
6,0
VISTA ELEMENTARY SCHOOL,0.3
4,0.3
VISTA MIDDLE SCHOOL,0.2
0,0.2
VOSSBECK ELEMENTARY SCHOOL,0
1,0
VOYAGER ELEMENTARY,0
6,0
VOYAGER MIDDLE SCHOOL,0.2
2,0.2
W & P STEVENSON INTERMEDIATE,0.7
3,0.7
W F WEST HIGH SCHOOL,0.6
3,0.6
WADE KING ELEMENTARY SCHOOL,0.5
2,0.5
WAHITIS ELEMENTARY SCHOOL,0.2
4,0.2
WAHKIAKUM HIGH SCHOOL,0.8
3,0.8
WAHLUKE HIGH SCHOOL,0.2
0,0.2
WAHLUKE JUNIOR HIGH,0
0,0
WAINWRIGHT ELEMENTARY AND INTERMEDIATE SCHOOL,0
10,0
WAITSBURG ELEMENTARY SCHOOL,0
0,0
WAITSBURG HIGH SCHOOL,0
5,0
WALDRON ISLAND SCHOOL,0
0,0
WALKER HIGH SCHOOL,0
10,0
WALLA WALLA HIGH SCHOOL,0.2
5,0.2
WALLA WALLA VALLEY ACADEMY,0
5,0
WALLACE ELEMENTARY,0
3,0
WALLER ROAD ELEMENTARY,0
10,0
WALNUT GROVE ELEMENTARY,1.3
3,1.3
WALTER STROM MIDDLE SCHOOL,0
8,0
WAPATO HIGH SCHOOL,0
4,0
WAPATO MIDDLE SCHOOL,0.3
4,0.3
WARDEN ELEMENTARY,0
4,0
WARDEN HIGH SCHOOL,0
4,0
WARDEN HUTTERIAN SCHOOL,0
4,0
WARDEN MIDDLE SCHOOL,0
4,0
WARREN HUNT ELEMENTARY,0.3
8,0.3
WASHINGTON ELEMENTARY,0.8
3,0.8
4,0
WASHINGTON ELEMENTARY SCHOOL,0.2
1,0
3,0
4,0
8,0.2
WASHINGTON HIGH SCHOOL,0.2
10,0.2
WASHINGTON MIDDLE SCHOOL,0.4
4,0
9,0
10,0.4
WASHINGTON NETWORK FOR INNOVATIVE CAREERS,0
0,0
WASHINGTON-HOYT ELEMENTARY,0.2
6,0.2
WASHOUGAL HIGH SCHOOL,1.8
3,1.8
WASHTUCNA ELEMENTARY/HIGH SCHOOL,2
0,2
WATERVILLE ELEMENTARY,0.8
0,0.8
WATERVILLE HIGH SCHOOL,1.3
0,1.3
WAYNE M HENKLE MIDDLE SCHOOL,1.1
3,1.1
WEDGWOOD ELEMENTARY SCHOOL,0
7,0
WELLINGTON ELEMENTARY,0.2
1,0.2
WELLPINIT ALLIANCE HIGH SCHOOL,0
5,0
WELLPINIT ELEMENTARY SCHOOL,0
0,0
WELLPINIT HIGH SCHOOL,0
0,0
WELLPINIT MIDDLE SCHOOL,0
0,0
WENATCHEE HIGH SCHOOL,0.1
8,0.1
WENATCHEE VALLEY TECHNICAL SKILLS CENTER,0
8,0
WEST AUBURN SENIOR HIGH SCHOOL,0
8,0
WEST HILLS S.T.E.M. ACADEMY,0.6
6,0.6
WEST MERCER ELEMENTARY,0.4
9,0.4
WEST SEATTLE ELEMENTARY SCHOOL,1.8
7,1.8
WEST SEATTLE HIGH SCHOOL,0
7,0
WEST SEATTLE MONTESSORI SCHOOL,0
7,0
WEST SOUND ACADEMY,0
6,0
WEST VALLEY CITY SCHOOL,0.5
0,0.5
WEST VALLEY HIGH SCHOOL,0.7
4,0.1
5,0.6
WEST VALLEY HIGH SCHOOL FRESHMAN CAMPUS,0
4,0
WEST VALLEY JR HIGH,0
4,0
WEST VALLEY MIDDLE SCHOOL,0
4,0
WEST VIEW ELEMENTARY,0
2,0
WEST WOODLAND ELEMENTARY SCHOOL,0
7,0
WESTGATE ELEMENTARY,0.2
7,0.2
WESTGATE ELEMENTARY SCHOOL,0
4,0
WESTHILL ELEMENTARY,0.2
1,0.2
WESTON HIGH SCHOOL,0
2,0
WESTPARK CHRISTIAN ACADEMY,0
4,0
WESTSIDE HIGH SCHOOL,0
8,0
WESTSIDE SCHOOL,1.2
7,1.2
WESTVIEW ELEMENTARY,0.2
5,0.2
WESTWOOD ELEMENTARY SCHOOL,0
8,0
WESTWOOD MIDDLE SCHOOL,0.2
5,0.2
WEYERHAEUSER ELEMENTARY,0
8,0
WHATCOM HILLS WALDORF,0
2,0
WHATCOM MIDDLE SCHOOL,0.1
2,0.1
WHIDBEY CHRISTIAN ELEMENTARY SCHOOL,0
2,0
WHIDBEY ISLAND WALDORF SCHOOL,0
2,0
WHITE BLUFFS ELEMENTARY SCHOOL,0.3
4,0.3
WHITE CENTER HEIGHTS ELEMENTARY,0.3
7,0.3
WHITE PASS ELEMENTARY SCHOOL,0
0,0
WHITE PASS JR. SR. HIGH SCHOOL,0
3,0
WHITE RIVER HIGH SCHOOL,0
8,0
WHITE SALMON ACADEMY,0
3,0
WHITE SWAN HIGH SCHOOL,0
0,0
WHITMAN ELEMENTARY,0
5,0
WHITMAN ELEMENTARY SCHOOL,0.2
6,0.2
WHITMAN MIDDLE SCHOOL,0
7,0
WHITNEY ELEMENTARY,0
2,0
4,0
WHITSTRAN ELEMENTARY,0
4,0
WHITTIER ELEMENTARY,0
2,0
4,0
WHITTIER ELEMENTARY SCHOOL,1.3
7,0.2
10,1.1
WHOLE EARTH MONTESSORI SCHOOL,0
1,0
WIDE HOLLOW ELEMENTARY,0
4,0
WILBUR ELEMENTARY SCHOOL,0
0,0
WILBUR SECONDARY SCHOOL,0
0,0
WILDER ELEMENTARY,0
1,0
WILDWOOD ELEMENTARY,0
10,0
WILDWOOD ELEMENTARY SCHOOL,0
9,0
WILEY ELEMENTARY,0
4,0
WILKESON ELEMENTARY SCHOOL,0.4
8,0.4
WILLAPA ELEMENTARY,0
0,0
WILLAPA VALLEY MIDDLE-HIGH,0
0,0
WILLARD ELEMENTARY,0.9
5,0.9
WILSON CREEK ELEMENTARY,0
0,0
WILSON CREEK HIGH,0
0,0
WILSON ELEMENTARY,0.3
5,0.3
WILSON HIGH SCHOOL,0.2
6,0.2
WILSON MIDDLE SCHOOL,0
4,0
WIND RIVER MIDDLE SCHOOL,1.7
0,1.7
WINDSOR ELEMENTARY,0.2
5,0.2
WINDWARD HIGH SCHOOL,0
0,0
WING LUKE ELEMENTARY SCHOOL,1.1
9,1.1
WINLOCK MIDDLE SCHOOL,0
3,0
WINLOCK MILLER ELEMENTARY,0
3,0
WINLOCK SENIOR HIGH,0
3,0
WISHKAH VALLEY ELEMENTARY/HIGH SCHOOL,0
6,0
WISHRAM HIGH AND ELEMENTARY SCHL,1.3
3,1.3
WOODBROOK MIDDLE SCHOOL,0
10,0
WOODBURN ELEMENTARY,0.8
3,0.8
WOODIN ELEMENTARY,0
1,0
WOODINVILLE COMMUNITY CENTER,0
1,0
WOODINVILLE HIGH SCHOOL,0.1
0,0.1
WOODINVILLE MONTESSORI SCHOOL,0
1,0
WOODLAND ELEMENTARY,1
10,1
WOODLAND HIGH SCHOOL,0.7
3,0.7
WOODLAND INTERMEDIATE SCHOOL,0.4
3,0.4
WOODLAND MIDDLE SCHOOL,1.4
3,1.4
WOODLAND PRIMARY,0.9
3,0.9
WOODLANDS ELEMENTARY,0
6,0
WOODMONT ELEMENTARY SCHOOL,0
9,0
WOODMOOR ELEMENTARY,0.2
0,0.2
WOODRIDGE ELEMENTARY,0.3
5,0
9,0.3
WOODSIDE ELEMENTARY,0
0,0
WOODWARD MIDDLE SCHOOL,0.2
6,0.2
WYEAST MIDDLE SCHOOL,0
3,0
YACOLT PRIMARY,0.5
3,0.5
YAKIMA ADVENTIST CHRISTIAN SCHOOL,3.9
4,3.9
YAKIMA SATELLITE ALTERNATIVE PROGRAMS,0
4,0
YALE ELEMENTARY,0
3,0
YELLOW WOOD ACADEMY,0
9,0
YELM EXTENSION SCHOOL,0
0,0
YELM HIGH SCHOOL 12,0.3
0,0.3
YELM MIDDLE SCHOOL,0.3
10,0.3
YELM PRAIRIE ELEMENTARY,0.4
0,0.4
YORK ELEMENTARY SCHOOL,0.6
3,0.6
ZEIGER ELEMENTARY,0.1
10,0.1
ZILLAH HIGH SCHOOL,0.7
4,0.7
ZILLAH INTERMEDIATE SCHOOL,0.3
4,0.3
ZILLAH MIDDLE SCHOOL,0
4,0
ZION LUTHERAN SCHOOL,0
1,0
ZION PREPARATORY ACADEMY,0
9,0
Grand Total,906.3
